"","commit_hash","commit_message","fix","classification","contains_bug","ns","nd","nf","entrophy","la","ld","lt","ndev","age","nuc","exp","rexp","sexp","glm_probability","name","commit_words","bayesian_score","spam_ham","jacob","charles"
"68","79708d949f9a7eb1f0422ac93d14fecfa6412362","Fixed bug 126714: [preferences] Default Undo History Size is too small","True","Corrective","f",1,1,1,0,1,1,419,13,76.2701736111111,19,7463,1.01311128522008,1200,0,"eclipse",9,0.763739882923,"spam","False","False"
"147","7a0220cd9b7d13275aa932b5f7e2f8c183752309","ENYO-2570: Cleanup some ares/source files to clear warnings/errors reported by jshintEnyo-DCO-1.1-Signed-off-by: Yves Del Medico <yves.del-medico@hp.com>n","False","None","f",1,1,1,0,13,7,431,18,0.140543981481481,59,1054,8.1152104092893,28,0,"ares-project",24,0.5,"ham","False","False"
"384","7a0b7a0cc7b39be2ab3fd7a1a0951820140d6888","Removed exporter methods from the assignment type model and over to an exporter","False","None","f",1,3,3,1.33370831015791,56,49,92,18,4.40743055555556,180,4105,1.08048651196767,2810,0.245801198943363,"gradecraft-development",7,0.721674440169,"ham","False","False"
"1","7ab658a07659bd1198659f92218367fee31c1c00","Revert to Tweetanium colors and layout","False","None","f",1,3,14,0.965912371293044,74,232,33,3,2.05870287698413,14,191.5,1.06294744731019,94,0,"status-net-mirror",4,0.600568620372,"ham","False","False"
"52","7b369b66945af6eb9f92f62db84999e18b57ff7e","GS-7675Apache Load Balancer Agent fails on non .conf files in configurationnnsvn path=/trunk/openspaces/; revision=67620nnnFormer-commit-id: 4720fbe2545beb58a43f56d760edf228a5f5fe12","True","Corrective","f",1,1,1,0,5,3,546,9,297.140949074074,10,7639,1.00336540622595,7639,0,"OpenSpaces",18,0.86971712046,"spam","False","False"
"220","7c446ffb1abc4739748eeecdd2a4317f714ebd50","Add better error reporting","False","Feature Addition","f",1,1,1,0,1,1,703,7,11.7032175925926,55,3498,1.08544658698245,342,0,"MDSplus",4,0.819526859587,"ham","True","False"
"226","7cc406ffc7a1b5baf9222478c833fb3be5812978","Depend on javax.servlet for version 3.0 APIReplace tomcat servlet-api 3.0 dependencies with the javax.servletnversions that are now available in the Maven central repository.n","False","None","f",1,1,1,0,4,4,856,25,0.0226273148148148,98,378,45.1943734015345,23,0,"spring",20,0.451298228178,"ham","False","False"
"185","7d844c9beeec5d440133aecf63048cb68af8d182","Added javadocs for UIComponents","False","Feature Addition","t",1,1,5,2.12014645744977,46,2,32.6,30,3.56801851851852,9,2300,1.07835088607134,240,0,"core",3,0.187649402718,"ham","False","False"
"258","7ee3861b88016a8a97e7ff28f3911d50d0fac5b4","Mere lay-out, kursiv skrift pu00e5 manglende filer","False","None","f",1,1,1,0,5,5,456,2,0.00885416666666667,48,156,113.941176470588,23,-1,"Linuxbog",7,0.546328603867,"ham","False","False"
"94","7f953009c5e2d557365b8c40b2ff50700e358966","rename static to header (temporary: will return to a static module)","False","None","f",2,2,3,1.58496250072116,3,3,144,23,200.85237654321,10,47,1.0052533842593,46,0,"geonetwork",7,0.825662485232,"spam","False","False"
"48","80ccdc16366a886a8a0d08b58b346e82747a8fc2","whitespace","False","None","f",1,1,1,0,7,10,136,11,74.2699652777778,4,1238,1.01346439299197,863,0,"JacORB",1,0.804449421327,"ham","True","True"
"13","83f41e35f8f2d36651824adb16382f049664b16a","Comments, and a bit more support for WeakSharedPtr<>","False","None","f",1,1,2,0.543564443199596,8,8,443,4,0.00719907407407407,95,9089.5,105.180064308682,6329,0,"Stroika",4,0.564494267931,"ham","False","False"
"188","849fd7edf6f4a3d68aa84a2c8c274fa11d0de394","BUGFIX correcting method restgit-svn-id: http://crux-framework.googlecode.com/svn@3664 a5d2bbaa-053c-11de-b17c-0f1ef23b492cn","True","Corrective","f",1,2,2,0.91829583405449,1,2,447,5,15.2656944444444,29,22.5,4.59668489308277,23,0,"crux-framework",18,0.831586607235,"spam","False","False"
"217","84c2b53102b3f01ef3f1fa833cec0712b3c5de03","Pull the latest from gxp to get BingSource.git-svn-id: http://svn.opengeo.org/suite/trunk/geoexplorer@1961 fe66add1-021f-4af3-b75b-ea5154e73f91n","False","Preventative","f",1,1,1,0,1,1,118,9,17.0318287037037,5,7041,1.05871360130475,30,0,"suite",20,0.224852290411,"ham","False","False"
"29","8535e20f0675c7b605fa6789194beb10577d364e","Add initial support for evaluating 'boolean'-based setupsgit-svn-id: https://svn.apache.org/repos/asf/lucene/mahout/trunk@791905 13f79535-47bb-0310-9956-ffa450edef68n","False","Feature Addition","t",1,2,4,1.16981189435416,456,3,230,6,21.2499913194444,31,2203.5,1.02146336469054,1826,0,"mahout-commits",24,0.698671435854,"ham","False","False"
"155","865d5138c6f5396b94769d31e2249515f6f43130","zfs: do not wait for bios synchronously in vdev_diskZFS expects vdev providers to work asynchronously and waits in higher levelncode when needed.n","False","None","f",1,1,1,0,17,7,279,6,35.1644212962963,8,1870,1.02843783469587,571,0,"osv",15,0.429946921167,"ham","False","False"
"17","86fc733eee67e4b5cd17a033fa79dc42c6dcfa05","2010-12-06  Jeff Johnston  <jjohnstn@redhat.com>t* maps/linuxtools.map: Add ChangeLog tests plugin.nt* testing.properties: Add ChangeLog tests.nnn","False","None","f",1,2,3,1.14883485428092,7,0,228.666666666667,2,19.0411381172839,226,3595,1.06827687017727,27,0,"linuxtools-systemtap",22,0.866558284094,"ham","False","False"
"275","87dbfff059717ea1c275210559b422efae933c4f","Added tests for sceIoIoctl(0x01F30003)git-svn-id: http://jpcsp.googlecode.com/svn/trunk@2307 4ab978e6-3352-0410-996c-0b42db0051c8n","False","Feature Addition","f",1,1,1,0,24,0,267,19,92.0135416666667,2,3369,1.01086796553949,112,0,"jpcsp",19,0.20482926271,"ham","False","False"
"111","8955abee107fb8ef9aea27891e8d8c46564ae15f","re-organize test code","False","Preventative","f",1,1,1,0,28,14,136,7,0.0398958333333333,17,57,26.065274151436,55,0,"rstudio",3,0.603150475845,"ham","True","True"
"350","89fc6520173ca3df1071f0bca0b1da173a7d749d","Merge with fbd8f9f0f9f18a08a5b0f8e3989c6dc62305745e","False","Merge","f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"chipster",2,0.0611573315776,"ham","False","True"
"230","8a4e60d1aa900bde281665864b6714a200b0a45b","am 69de1fd8: am 88f3eb4a: Remove deprecated locales - DO NOT MERGE* commit '69de1fd80884a8b590bc61852e62371809770d3d':n  Remove deprecated locales - DO NOT MERGEn","False","Merge","f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"packages_providers_MediaProvider",17,0.695285545907,"ham","False","False"
"359","8a9890bfe72b3b74158d4c0943cb015a483b0982","7032930: A way to specify MS Mincho to be used in dialoginput on windows JA locale Reviewed-by: igor, jgodinez","False","None","f",2,5,6,1.83494525464624,142,21,1139.66666666667,74,144.351792052469,44,267.5,1.00296591594741,32,0,"jdk",14,0.610772172183,"ham","False","False"
"234","8c87f65f32463344becc5c4a383a63fea04bc49b","tests: Use /var/run/hostapd-global to avoid socket file in work dirThis makes some cases more convenient with read-only file systems.nnSigned-hostap: Jouni Malinen <jouni@qca.qualcomm.com>n","False","Preventative","f",1,1,2,1,2,2,84.5,1,26.9310763888889,9,11982.5,1.02188611897455,220,0,"hostap-ct",26,0.169994204397,"ham","False","False"
"358","8caff82061556ad8d66674f71165888a206c57bf","Add isExtensionEnabled helper to ExtensionManager.","False","Feature Addition","f",1,1,1,0,9,0,313,1,0.0121064814814815,14,22219,83.6003824091778,15088,0,"SeriesGuide",4,0.00882629834252,"ham","False","False"
"66","8ce17bddae5d1c0ef3530b44eb6a351f98f81599","make seatiles smaller to improve correctness of results","False","None","f",1,1,1,0,3,3,904,7,348.116666666667,55,2477,1.00287260018193,671,0,"sharenav",6,0.320007831626,"ham","False","False"
"180","8db63078290565ac4d1c97ed7f0f867cdcf43afc","Merge branch 'master' of github.com:paperkettle/Hermes","False","Merge","f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"hermes",7,0.728852614298,"ham","False","True"
"321","8f5bef2c4a3a2556709c961223389296e538fd74","Micro-optimization: If size==0 then position<0||position>=size must be true.","False","None","f",1,1,1,0,1,1,82,6,5.65350694444444,11,380,1.17688136051246,282,0,"visage-compiler",10,0.667803203618,"ham","False","False"
"91","8fcbbec99a6ed1fc4e7fc2a93b517de331a63d93","initial rev, attempting end-to-end testing of HTML rewritegit-svn-id: http://archive-access.svn.sourceforge.net/svnroot/archive-access/trunk/archive-access/projects@3410 69e27eb3-6e27-0410-b9c6-fffd7e226fabn","False","Feature Addition","f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ia-hadoop-tools",29,0.742809202221,"ham","False","False"
"288","8ff24738e85d47a3691cc62b3eea94ec6f4a9896","Parse getters and setters.Review URL: https://chromiumcodereview.appspot.com//9258002nngit-svn-id: https://dart.googlecode.com/svn/branches/bleeding_edge/dart@3548 260f80e4-7a28-3924-810f-c04153c831b5n","False","None","f",1,1,1,0,37,3,1563,54,6.20458333333333,80,722,1.16117117722114,608,0,"Dart",26,4.48108075436e-05,"ham","False","False"
"186","90859d2dd93ae99d2350f76aeb5ecbaab586c664","Merge commit '730cd5aba66c6963c1b6fe1e78d3e49cf1639486'","False","Merge","f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"orion",3,0.031832694187,"ham","False","True"
"329","90a422cf27534faa3d5eedf77e22519406ac7160","[Fixed HUDSON-1825]: parse build.xml files to extract project name.","True","Corrective","t",1,3,6,1.79517830981028,1071,270,69,1,6.20980131172839,5,418.5,1.02686873917817,392,0,"checkstyle-plugin",9,0.000104207077914,"ham","False","False"
"300","916fdda3f1c2e4000378d6300c4fb9f705502174","Fix ordergit-svn-id: https://svn.apache.org/repos/asf/maven/continuum/trunk@475727 13f79535-47bb-0310-9956-ffa450edef68n","True","Corrective","f",1,1,1,0,23,23,151,8,0.0130208333333333,3,3658,77.8,1065,0,"continuum",19,0.658055083334,"ham","True","True"
"243","918a211edcdb86b2a97d4b1d034ea108476106c7","SOLR-2452: merged with trunk up to r1130266.  Removed duplicate solr-contrib-uptodate definition in solr/contrib/contrib-build.xml.  Fixed directory glob in solr-contrib-uptodate target: .../src/main/java/ -> .../src/java/git-svn-id: https://svn.apache.org/repos/asf/lucene/dev/branches/solr2452@1130331 13f79535-47bb-0310-9956-ffa450edef68n","False","Merge","f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"lucene_solr",47,0.756542071714,"ham","False","False"
"150","91b3f218283362ab4f1a08caee1c0cdc4af6c0cd","Merge branch 'master' of https://github.com/pdonald/FrameworkBenchmarks into pdonald-master","False","Merge","f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"FrameworkBenchmarks",10,0.888509187516,"spam","False","True"
"248","91c9bd2036b3ad55afee660082210c4fc09ee0ec","Removed superfluous import from AddContentToHashDbAction","False","Feature Addition","f",1,1,1,0,0,1,160,21,2.91474537037037,14,618,1.34308314206978,129,0,"autopsy",4,0.989548410925,"spam","False","False"
"204","91e081e9b64eb81fca52119ebeee116a187e2de7","GS-803 platform version advanced to 6.0.2.625svn path=/trunk/openspaces/; revision=20004nnnFormer-commit-id: c9ffe67ed516fcb3dd99c2a76d6528ff2d6fa44d","False","None","f",1,1,1,0,1,1,68,3,0.238032407407407,1447,1439,5.20110862588739,1439,0,"OpenSpaces",17,0.575992421035,"ham","False","False"
"311","92737d14a2cc21a3f628f2bb9bbccec5c2fee640","updated newsletter module to work in current head, added HTML only option","False","Feature Addition","f",1,4,8,2.29405872206873,57,45,186.875,2,162.276775173611,39,418.5,1.00205783379711,364,0,"alkacon-oamp",9,0.596377942066,"ham","False","False"
"47","934de904371d5993555187bdd81c274921d68aee","ICE-9304 fixed 'escape' attributegit-svn-id: http://anonsvn.icesoft.org/repo/icefaces3/trunk/icefaces@38555 1de00972-ac04-4911-a46b-06793c8d78d9n","True","Corrective","f",1,1,1,0,2,1,186,15,116.942766203704,2,5495,1.00855119159964,3190,0,"icefaces",21,0.5,"ham","True","False"
"136","9352ae5db2f82c3559a4ed2cca7bedd872ee5cb8","STANBOL-146 - DataFileProvider service (WIP, no OSGi console plugin yet)git-svn-id: https://svn.apache.org/repos/asf/incubator/stanbol/trunk@1089445 13f79535-47bb-0310-9956-ffa450edef68n","False","None","t",1,5,7,2.17155517333988,456,0,5.71428571428571,10,0.00112433862433862,5,1303,128.058823529412,42,0,"stanbol",26,0.727854740384,"ham","False","True"
"378","942e22681f836562b3a7ab58e72d7e50b20670da","Merge remote-tracking branch 'origin/patches-2.0'Conflicts:ntevthread_win32.cntlistener.cn","False","Merge","f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"iSoul",12,0.831110423345,"ham","False","False"
"276","9467a78e7b808a426809efab06a865fa9d6faa9b","Things can now land on other things.  There seems to be a slight slipperiness if you land with some momentum due to sliding conditions coming into play.  There is also a very slight lift up before falling off another thing.git-svn-id: http://odamex.net/svn/root/trunk@1807 b0bcef46-2027-0410-bd56-ab726e9a1d04n","False","None","t",3,3,5,1.86709592999155,369,27,1383.4,7,2.86960416666667,184,1525,1.43676396047666,156,0,"odamex",32,0.746211194293,"ham","False","True"
"56","958776756d8349cdedbbbdf356503e94791c5f9d","New man pages for pmDiscoverServices(3) and pmFind(1).","False","Feature Addition","f",1,2,4,1.21168346970711,182,4,43.5,21,41.6023524305556,60,667.5,1.01830364844759,12,0,"pcp",7,0.642384717712,"ham","False","False"
"103","9604ba836e6db0fee992847d9d74f1bdfd5bc7be","Just pull everything from Mobile and shared bits for tablet. :D","False","None","f",1,3,11,1.66772383521174,13,425,38.6363636363636,1,103.557702020202,10,723,0.911428383632554,77,0,"status-net-mirror",7,0.0443612937437,"spam","True","True"
"376","9645cb6f6ceffe7a3d7acb8c12525983c2f20cc5","SparqlAnswer mime types and witers to type classes","False","None","f",4,6,16,3.42163358491607,316,157,28.0625,3,5.24741319444444,82,988.5,1.93737172897299,48,0,"banana-rdf",6,0.576833916679,"ham","False","False"
"42","96a0484880dfb434c68712568505f85181e7d7a4","bug 78052: Support for Eclipse 3.1M3: Move some classes to src30 to make way for 3.1-specific versions","True","Corrective","f",1,4,4,1.85536920670702,668,668,167,1,24.6051909722222,2,2878.5,1.01270057201965,1047,0,"org",15,0.0503589566833,"ham","False","False"
"192","970a97ac5fd2f489b0f6ba743612406d66f53f2a","Push enough data through the socket so that the socket close gets detected.git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@1185210 13f79535-47bb-0310-9956-ffa450edef68n","False","None","f",1,1,1,0,23,22,157,17,46.0683217592593,4,441,1.02170689015384,335,0,"activemq",24,0.000353759547433,"ham","False","False"
"126","97eae625a08491f55b8f9a05e793bbf73119e079","Fix 64 bit emulator booting (again).Not only should they inherit from core_64_bit.mk, we shouldninherit from that first to make sure sdk.mk doesn't overridenthose values with other cruft.nnChange-Id: Ibcd3c47b5be92544c1e86b6e85608b875c468461n","True","Corrective","f",1,1,3,1.58496250072116,3,3,15,47,-25.2386226851852,15,79,0.9757866695527,17,0,"android_build",21,0.546769178869,"ham","False","False"
"382","98a0a3a7c3d24144c773629dd827bb06ea6cf5c1","Add support for virtual listctrls","False","Feature Addition","f",1,3,9,2.39757825895422,692,479,671.444444444444,23,371.509769804527,40,472,1.00097925089498,471,0,"otp-winpipes",4,0.607653481992,"ham","False","False"
"38","98dc8f33df942b8b8505c3bda279a5a75eec34da","processes plugin: Remove trailing whitespaces.","False","None","t",1,1,1,0,3,3,1268,12,0.000300925925925926,51,1778,3324.07692307692,1346,0,"collectd",5,0.856686543245,"spam","False","False"
"101","98fa8f9ba4bea7bce25ff0b92f2666e50e5c1b1d","Internal: adjusted TermVectorRequest serialization to not serialize and de-serialize the index twiceCloses #7221n","False","None","f",1,1,1,0,9,3,392,70,3.2446412037037,9,1326,1.30820048727068,1249,0,"elasticsearch",9,0.0102479244844,"ham","False","False"
"82","9afbf947de36f07c6da704f83a0067993005c163","DO NOT MERGE: Send intro text with SmartForward* We need to include the intro text (--Original Message--, etc.) ton  SmartForwards, and somehow this got in a past updatn* Add unit test for forwardingn* Fix unit test for reply so that it works localizednnBackport of I8d92f00d37a434840ec3eb237f3901cd5dc7ad09nnBug: 2477988nBug: 2685784nChange-Id: I2b6654413a8eb5ca900f958f49ec9eee5161a365n","False","Non Functional","f",2,2,2,0.860285865233241,42,25,531,14,28.4692766203704,31,1569.5,1.01756279257346,184,0,"packages_apps_Email",34,0.717555920983,"ham","False","False"
"209","9b88d672a15db852e29e86068e6aded2d3266f98","Unit not deleted when a GRE tunnel is removed.","False","None","f",1,2,2,1,2,2,21,17,6.21554398148148,2,160.5,1.12066522290479,30,0,"opennaas",5,0.625337952632,"ham","False","False"
"179","9c096a943f5621542a16ef6adeafe0c03468de80","Make localtime_r, ctime_r, and gmtime_r dependent to definition of _POSIX, and implement them as macro version.git-svn-id: svn+ssh://svn.code.sf.net/p/mingw-w64/code/trunk@1022 4407c894-4637-0410-b4f5-ada5f102cad1n","False","None","t",1,1,1,0,12,1,288,2,0.0153587962962963,20,5803,66.1092690278824,1996,0,"mingw-w64",30,0.841145343645,"spam","False","False"
"293","9c64084db416e6cf1dfd9ec3bc871d19b42858a5","#1138 Added confirm message when editing a relationFormer-commit-id: cd0175574a428c4368d4210d9bd913b5fd96beca","False","Feature Addition","f",1,1,1,0,3,0,1017,9,0.963368055555556,7,22195,2.03802486934583,22175,0,"dotCMS",9,0.000905139934278,"ham","False","False"
"11","9d14c6edd7b0be3044f3ae56dc669facc54624fa","GS-2710 fix broken links and update references of bat/sh filessvn path=/trunk/gigaspaces/; revision=17765nnnFormer-commit-id: d1ac0b01b5e5394835334ec07fdbce09a9209795","True","Corrective","f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"OpenSpaces",18,0.164774329576,"ham","False","True"
"298","9d9dfde9d51edaedd217fbec4a0f8f6c89f1c580","fix for master page and header footer handling","True","Corrective","f",1,3,4,1.67877940951507,103,124,281.75,5,31.5928674768519,15,61.5,1.01629803059143,58,0,"xdocreport",6,0.785678343929,"spam","False","False"
"352","9e557c0dba61a4da882b14d05363bb6fec7ea2ca","Updated Java Applet with obfsucation","False","None","f",1,2,2,0,0,0,0,3,0.0833564814814815,1358,1493.5,9.9975006942516,1432,0,"social-engineer-toolkit",4,0.819515684339,"spam","True","False"
"45","9f21fac2a00d7ab410b1d9c3e86f76c36d531378","Implemented Wii navigation for hierarchical heatmap (collapsing 2nd layer when moving head to heatmap). This is a small demo that will be shown as a 2D scene manipulation case for head tracking in info vis applications.Fixed bug with live connection lines in Wii mode for top and bottom bucket layer.nngit-svn-id: svn://localhost:8080/caleydo_main/trunk@1723 1f7349ae-fd9f-0d40-aeb8-9798e6c0fce3n","True","Corrective","f",1,5,6,1.57510965019537,97,82,770.166666666667,6,0.544598765432099,127,29251.5,2.66333621153489,6840,0,"caleydo",47,4.18809162933e-05,"ham","False","False"
"280","9f603b8bf9b512bdc1a5ed3deee0f6f4f64344b7","changes for build process","False","None","f",1,1,1,0,284,305,305,2,5.75644675925926,15,1120,1.1737182748006,21,0,"riena",3,0.724104824524,"ham","True","True"
"199","9f762cc24776ccd03bd8ebbfa00259a29ec2c8f0","Minor regrouping of R6RS benchmarks.git-svn-id: https://trac.ccs.neu.edu/svn/larceny/trunk/larceny_src@5166 c9681fa6-b8ae-40c0-a6da-707a35ad5973n","False","None","f",1,1,1,0,2,2,312,9,0.536377314814815,4,1626,2.86435923440433,431,0,"larceny-oldimport",22,0.587342060893,"ham","False","False"
"353","9f8b4dba30eb639ee9cdf30e0ba9287502763f05","svn path=/strategoxt-java-backend/trunk/; revision=21896","False","None","f",1,1,1,0,3,2,-170,16,21.0186342592593,60,2234,1.04757683052406,61,0,"strategoxt",8,0.621653283336,"ham","False","True"
"267","9fe55a57d80198373c6589722743a5f6abd8a58b","*** empty log message ***git-svn-id: https://svn.apache.org/repos/asf/incubator/jena/Import/Joseki-CVS/Joseki3/trunk@1115086 13f79535-47bb-0310-9956-ffa450edef68n","False","None","f",1,1,2,0.863120568566631,6,8,242,1,15.4550868055556,46,4114.5,1.03240090263575,326,0,"jena-joseki",24,0.721457783055,"spam","True","True"
"251","a03925ed5b670405b8d28ae1a462bc9a7bfa0546","Fix make dist bug from yesterday","True","Corrective","f",1,1,1,0,1,1,204,3,5.85487268518519,52,2817,1.17079790693491,205,0,"check_mk",5,0.630584043692,"spam","False","False"
"201","a1153a92fae9cc2dae54887bf4dd4a6f18cb3780","workaround for debconf issues setting up opengeo-postgisgit-svn-id: http://svn.opengeo.org/suite/trunk@2470 fe66add1-021f-4af3-b75b-ea5154e73f91n","False","None","f",1,1,1,0,22,1,59,1,0.184594907407407,6,2740,6.41726754028466,75,0,"suite",20,0.234048045477,"ham","False","False"
"216","a17d1855fea0c607e6b1d8ea3a1a721fee6abe12","Removal of M1 code. Issue 852 fixed. no test case updatedgit-svn-id: https://mifos.svn.sourceforge.net/svnroot/mifos/trunk@10925 a8845c50-7012-0410-95d3-8e1449b9b1e4n","True","Corrective","f",1,23,47,4.67036594075284,63,10715,305.978723404255,12,23.4582340918046,200,580,1.00388434147637,603,0,"mifos-head",25,0.882784441413,"spam","False","False"
"208","a25b934bc673a78bb61bd5cef0f106f6933c8a3f","cast to int to avoid some warnings in vsgit-svn-id: http://svn.openframeworks.cc/addons/ofxOsc/trunk/ofxOsc@204 0457777e-be4a-0410-a59e-cd2fa5f2afb7n","False","None","t",1,1,1,0,2,2,203,2,159.951446759259,3,2237,1.00625189718668,64,0,"pcDuino-openFrameworks",21,2.55874350859e-05,"ham","False","False"
"33","a2f1b447244911ea39c06234aee3899bdb04a841","Nullpointer temporaty fix","True","Corrective","f",1,1,1,0,34,29,2415,11,1.94328703703704,137,92,1.51459201905896,92,0,"com",3,0.000217631229271,"ham","False","False"
"25","a3a170eb39f6b7a63389c47c1893a1c3d274713a","Improved feature_get in DBGPgit-svn-id: https://overture.svn.sourceforge.net/svnroot/overture/trunk@161 2b2d4d09-c93c-414a-ad04-6e973f5c1cffn","False","None","f",1,1,1,0,14,10,1216,3,0.114826388888889,8,395,9.7087995161778,395,0,"overture",19,0.270536902181,"ham","False","False"
"271","a45581fe37a6467a9c08831730f85f457e3cc9b4","probably doesn't make sense to have insane values by default.","False","None","f",1,1,1,0,2,2,10,7,0.0164236111111111,4,11,61.8879492600423,9,0,"babble",7,0.000194000294721,"ham","False","True"
"307","a4b7f5b6337c47a335cdec1dbc10a9582f8e5c38","Merge branch 'master' of github.com:paperkettle/Hermes","False","Merge","f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"hermes",7,0.876300341947,"ham","False","True"
"168","a4cdead85ec10d6c15d1ce36013986ee4fe0e658","fixes assignment_type ordering in student syllabus","True","Corrective","t",1,2,3,1.37878349348618,4,3,121,16,-7.49373842592593,179,38,1.3200379858302,30,0,"gradecraft-development",5,0.493644780522,"ham","False","False"
"310","a4f563ddc00f0e23b5c0e04123decdf9365af80f","Providing foundation for spring-integration-adapters as a separate project","False","None","f",2,2,5,1.90780941461349,76,0,7.4,1,5.83981481481481,4,1777,1.03424766132868,3,0,"spring-integration",7,0.804934203403,"ham","False","False"
"134","a54973ff6eb3d9ac16bab834cb9b8a47fd8d0ef1","Updated JQuery","False","None","f",1,1,1,0,9597,3,-1,6,0.00482638888888889,2,177,208.194244604317,110,0,"NorseSquare",2,0.605939372103,"ham","True","True"
"53","a5b211b5a0d418f4d7fd1ee75190429dc6609460","Fmrc SCAN (files)  GridDataset show misisng values in CoordSys panal fix unit testsgit-svn-id: http://svn.unidata.ucar.edu/repos/thredds/trunk@11519 2e3060e4-1ed8-cf1f-9cc2-9586e844a556n","True","Corrective","t",5,11,12,2.88303070815826,91,27,600.166666666667,10,58.2638020833333,467,19032.5,1.07084124641932,1181,0,"THREDDS",27,0.465462531909,"ham","False","False"
"266","a642ed24d8ff517984ee0225c502a0e7f2acacaf","Add Map.getOrDefault(), and use it to improve various Map impls(@unratito this solved the problem with Map.patch)","True","Corrective","f",1,1,2,0.253067937265629,90,28,1166,18,1.08779513888889,424,2864.5,1.49813566753913,1474,0,"ceylon",13,0.379393869742,"ham","False","False"
"164","a6bccc3e25fdfa9aadc4844fdb989d6034a56135","fixed warnings, further removed Engine.getCurrent()git-svn-id: http://svn.bigcat.unimaas.nl/pathvisio/trunk@2158 4f21837e-9f06-0410-ae49-bac5c3a7b9b6n","True","Corrective","t",1,11,18,3.24287495667252,30,19,190.666666666667,10,76.3441750257202,154,6845.5,1.00114975537722,3529,0,"pathvisio",21,0.782338888123,"ham","False","True"
"295","a7c93acd3e44acde1284c1026ffd189f0c72020a","reverted local file instead of maven repo","False","None","f",1,1,1,0,2,2,52,12,1.18440972222222,6,985,1.84430242443786,447,0,"tesb-rt-se",6,0.899065920233,"ham","False","True"
"340","a93f30cadf3cfdbf27b387fd86d073d15aa33f2b","1","False","None","f",1,6,6,2.17931386045521,38,25,378.333333333333,4,4.3074575617284,45,688.5,1.07634899499753,691,0,"dms-project",1,0.5,"spam","True","True"
"250","a9d0035936eeccd3eea41d97278dabf66a559bb4","credential flow through web services resource adaptor","False","None","f",3,4,12,2.36839020287518,134,122,100.25,9,3.04289930555555,148,17887.5,1.03786233922043,3418,0,"teiid",6,0.0578918571497,"ham","False","False"
"39","ab378a9347dfe73a1d62f79f8b00a28dd07aac64","7106092: Bump the hs23 build number to 05 Reviewed-by: johnc Contributed-by: alejandro.murillo@oracle.com","False","None","f",1,1,1,0,1,1,45,24,7.10413194444444,90,379,1.14076315133505,30,0,"hotspot",13,0.780393310634,"ham","False","False"
"170","ab46c65560e75b527e415ae09111326bcdee5496","switch media queries to mobile-first order & get rid of unused stuff","False","None","f",1,1,2,0.181166401553546,13,60,205,2,0.00489583333333333,8,1866.5,154.191489361702,1448,0,"betamax",8,0.830432805868,"spam","False","False"
"41","ab49fa683a4c95878fa3ca81888e599b251ea6de","create a headless injection context","False","Feature Addition","f",1,1,1,0,12,6,57,13,0.0295601851851852,3,48962,34.8292873923258,13536,0,"bonita-studio",4,0.556765465795,"spam","False","False"
"366","ab5ea219374e503a2d384940d6518a7f061aac17","Fixes #17822. Fix more failing cases when onFlickAnimationStart/End() are not properly triggered","True","Corrective","f",1,2,3,1.02145546561167,25,13,533,53,23.9015316358025,137,175,1.10388791031627,172,0,"dojox",9,0.754268825253,"spam","False","False"
"171","ab7683561f96bac58dbe8160f4c7aa2ee62effeb","require new bootloader PRIMEKJ02Change-Id: I72cb1f7ee575ef624099633748317f06dca79b57n","False","Feature Addition","f",1,1,1,0,1,1,3,1,5.08547453703704,19,18,1.19663848333466,18,0,"platform_device_samsung_tuna",6,0.593876577667,"ham","False","False"
"335","ab791d0bbcdf05c264d846010683b336168ee194","Revert Remove the Touch to correct words option.This reverts commit 8e69dd80d88c356778c8c1fb1ccaf79108db9dffnn...since it breaks the build","False","None","t",1,4,4,1.67673703005213,6,5,136.75,23,0.0412384259259259,79,406.5,13.6298063429694,284,0,"AKeyboard",12,0.5,"ham","False","False"
"328","ab8dd8567046e9612a39a45baf9eebcea6a96d2a","more reformating.","False","None","t",1,1,1,0,1,1,801,11,0.00100694444444444,8,10884,994.103448275862,1781,0,"hk2",1,0.5,"ham","True","True"
"178","aba57796c1cd42d8a7b818525abc51143d50f7e5","803 Build version advanced to 6492-20svn path=/xap/trunk/gigaspaces/; revision=114625nnnFormer-commit-id: e60569f510087d7dc9c3dbc2102a089600784e3f","False","None","f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"OpenSpaces",15,0.818507123784,"ham","False","False"
"214","abff403189784bbf81da75fdf7490a9e41b9d98e","pmnsdel mingw tweak - under Win32, rename fails if file exists.","True","Corrective","t",1,1,1,0,6,0,238,5,20.7747569444444,13,10741,1.04813534053246,5918,0,"pcp",8,0.5,"spam","False","False"
