"","X","commit_hash","commit_message","fix","classification","contains_bug","ns","nd","nf","entrophy","la","ld","lt","ndev","age","nuc","exp","rexp","sexp","glm_probability","name","commit_words","bayesian_score","spam_ham","jacob","charles"
"82",88,"9afbf947de36f07c6da704f83a0067993005c163","DO NOT MERGE: Send intro text with SmartForward* We need to include the intro text (--Original Message--, etc.) ton  SmartForwards, and somehow this got in a past updatn* Add unit test for forwardingn* Fix unit test for reply so that it works localizednnBackport of I8d92f00d37a434840ec3eb237f3901cd5dc7ad09nnBug: 2477988nBug: 2685784nChange-Id: I2b6654413a8eb5ca900f958f49ec9eee5161a365n","False","Non Functional","f",2,2,2,0.860285865233241,42,25,531,14,28.4692766203704,31,1569.5,1.01756279257346,184,0,"packages_apps_Email",34,0.717555920983,"ham","False","False"
"83",89,"6b8911a722301870f0fe6f79987bd47e68890fc7","Sidebar: use white icons with black theme","False","None","f",1,2,3,1.31836976988919,23,8,139.666666666667,46,4.05528935185185,99,965,1.10147481171747,909,0,"vlc-ports-android",6,0.5,"ham","False","False"
"84",90,"000b626dbc5481d71e7236b4d79e9817bcb66c9a","Merge remote-tracking branch 'xpdo/develop' into bug-7798* xpdo/develop:n  [#7797] Avoid E_NOTICE from array_diff_assoc change in 5.4n  Prefix indexes with table name for sqliten  Fix xPDOTest::testGetFields for sqlite/sqlsrvn","False","Merge","f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"modx",27,0.675722170505,"ham","False","False"
"85",91,"433367f6445e723378cd47c06fb33a9d0e3cd9a4","use alternate.href as url if present","False","None","f",1,2,2,0.721928094887362,7,3,268,9,48.8307233796296,3,2660.5,1.01568511778195,1162,0,"mediacloud",5,0.300470407338,"ham","False","False"
"86",92,"3dd707c42e998a01ae0ae4e516650030e5f5e54a","update to xset 1.1.0. tested by naddy@","False","Feature Addition","f",1,1,12,0.58694106889576,4739,2662,866.25,2,719.761399498457,35,45875.5,1.00029388782196,7531,0,"bitrig-xenocara",7,0.219761876731,"ham","False","True"
"87",93,"6bf731e8cea4d9d41665d271b331e096c7c569e9","wpa_supplicant: Unify hardware feature dataThe hardware feature data is required in several different placesnthroughout the code. Previously, the data was acquired and freed onndemand, but with this patch wpa_supplicant will keep a single copynaround at runtime for everyone to use.nnSigned-off-by: Christian Lamparter <chunkeey@googlemail.com>n","False","None","t",1,1,6,2.28115331182852,42,49,1817.5,13,63.3106770833333,610,4.5,1.06658743945573,5,0,"hostap-ct",30,0.00865450490226,"ham","False","False"
"88",94,"3b5e7ecd0eb7395a3b0caad791d84e85adaa7ef4","eliminate eclipse warnings","False","None","f",1,2,2,1,0,2,476,12,0.00262731481481481,235,26542.5,286.462555066079,25645,0.0776606169514405,"rstudio",3,0.212139672998,"ham","False","False"
"89",95,"25ed71034c46b3e122ae5510aacdf42092271dec","tests: extract testing frameworkThis refactoring will allow to create more complex tests which are notnlimited to running only one command inside the guest, but can alsonperform actions and validations which are external to the guest. Suchntest cases are managed by the common test runner (scripts/test.py) andnuse the same guest-management infrastructure, error detection,netc. The common code is extracted to testing.py module. This was inndone with intent to write tests which involve external TCPncommunication.nnSigned-off-by: Tomasz Grabiec <tgrabiec@cloudius-systems.com>nSigned-off-by: Pekka Enberg <penberg@cloudius-systems.com>n","False","Preventative","f",1,2,3,0.922825073250271,214,76,48.6666666666667,16,5.58729552469136,31,561,1.05965915564342,135,0,"osv",65,0.723081782152,"ham","False","False"
"90",96,"e0e7fe531d08676ce13308bf2bfda809d866ed01","Support core.fsyncRefFiles optionIf core.fsyncRefFiles is set to true, fsync is used whenever anreference file is updated, ensuring the file contents are alsonwritten to disk.  This can help to prevent empty ref files afterna system crash when using a filesystem such as HFS+ where datanwrites may be delayed.nnChange-Id: Ie508a974da50f63b0409c38afe68772322dc19f1nSigned-off-by: Shawn O. Pearce <spearce@spearce.org>n","False","None","f",1,1,4,1.35001913211129,82,13,436.25,16,31.0677430555556,12,2171.5,1.29033671080443,1151,0,"jgit",40,0.816811906007,"ham","False","False"
"91",97,"8fcbbec99a6ed1fc4e7fc2a93b517de331a63d93","initial rev, attempting end-to-end testing of HTML rewritegit-svn-id: http://archive-access.svn.sourceforge.net/svnroot/archive-access/trunk/archive-access/projects@3410 69e27eb3-6e27-0410-b9c6-fffd7e226fabn","False","Feature Addition","f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ia-hadoop-tools",29,0.742809202221,"ham","False","False"
"92",98,"c4ee34d4cc326032e7301d8f97129e610cfc5e1c","[maven-release-plugin] prepare for next development iteration","False","None","f",8,8,8,2.88836019629889,23,23,328.375,9,0.000651041666666667,352,711.5,411.4,13,0,"richfaces",6,0.5,"ham","False","True"
"93",99,"ba5cf6ea1303b80ac15c2feae7b174d9c99824e1","adding to_a, to_type, and find_by_type to the ast","False","Feature Addition","f",2,2,2,0.91829583405449,57,0,94.5,2,0.570792824074074,29,472.5,1.8867998030848,131,0,"nokogiri",5,0.672427347708,"ham","False","False"
"94",100,"7f953009c5e2d557365b8c40b2ff50700e358966","rename static to header (temporary: will return to a static module)","False","None","f",2,2,3,1.58496250072116,3,3,144,23,200.85237654321,10,47,1.0052533842593,46,0,"geonetwork",7,0.825662485232,"spam","False","False"
"95",101,"22a9e242d061e9457f0a08aa647afb3e0d3703a1","OAK-427: ItemDelegate has dependency to TreeImpl#NullLocationgit-svn-id: https://svn.apache.org/repos/asf/jackrabbit/oak/trunk@1406544 13f79535-47bb-0310-9956-ffa450edef68n","False","None","f",2,4,4,1.37088100628114,62,46,265.75,10,9.79252025462963,102,2369.5,1.02878654386215,751,0,"jackrabbit-oak",23,0.0731043949292,"ham","False","True"
"96",102,"3349511aeb68c1228e420b3c1ea1758bb75d3e03","GLWindow::main(): show requested/chosen GLCaps","False","None","t",1,1,1,0,6,4,910,17,96.5353009259259,55,8090,1.01035890488151,6188,0,"jogl",5,0.727375936102,"ham","False","False"
"97",103,"6d57df6b3a5e6388d623180d388fb222242d4c07","Removed prerule from script [Patrik]git-svn-id: https://svn.nmap.org/nmap@24267 e0a8ed71-7df4-0310-8962-fdc924857419n","False","None","f",1,1,1,0,0,1,230,24,1.52469907407407,2,336,1.65586712617851,195,0,"nmap",18,0.284827622077,"ham","False","False"
"98",104,"4988e736f49914b991b3443d04023daab2edd572","Update the README displayed on GitHub to mention the v1.0 landmarkAs requested by Tom Steinberg.n","False","None","f",1,1,1,0,8,3,28,9,88.9300115740741,1,111,1.01124479781684,2,0,"fixmystreet",12,0.720311592214,"ham","False","False"
"99",105,"ca8ba5cdd752f495b02076d1b5e315be83686f71","Changes.","False","None","f",1,1,1,0,4,1,1163,5,0.841400462962963,85,871,2.18849471092342,143,0,"Colloquy",1,0.34856169929,"ham","True","True"
"100",106,"1de9c67f67118f6163364104c009973d834d42c4","applications/luci-radvd: fix removal of section in overview pagegit-svn-id: http://svn.luci.subsignal.org/luci/trunk@6530 ab181a69-ba2e-0410-a84d-ff88ab4c47bcn","False","None","f",1,1,1,0,10,8,253,1,0.0138078703703704,1,6835,73.4224643755239,1379,0,"openwrt-luci",23,0.625997881952,"ham","False","False"
"101",107,"98fa8f9ba4bea7bce25ff0b92f2666e50e5c1b1d","Internal: adjusted TermVectorRequest serialization to not serialize and de-serialize the index twiceCloses #7221n","False","None","f",1,1,1,0,9,3,392,70,3.2446412037037,9,1326,1.30820048727068,1249,0,"elasticsearch",9,0.0102479244844,"ham","False","False"
"102",108,"fb2993a8e59ed922dad9661469d6d8f46204e4e7","listen for broadcasts from donator","False","None","f",1,1,1,0,5,0,92,2,5.19127314814815,44,871,1.19263097345527,77,0,"smsdroid",3,0.00344827312338,"ham","False","False"
"103",109,"9604ba836e6db0fee992847d9d74f1bdfd5bc7be","Just pull everything from Mobile and shared bits for tablet. :D","False","None","f",1,3,11,1.66772383521174,13,425,38.6363636363636,1,103.557702020202,10,723,0.911428383632554,77,0,"status-net-mirror",7,0.0443612937437,"spam","True","True"
"104",110,"1a9c72a783569b176a3c5da2bcce3a1ad288b208","Making the sip balancer being able to handle dialog creating requests from external as well as internal for UAC type of apps and make MSS lb aware (Contact header is the one of the LB and Route Header added and targeted to LB). Test case added for UAC applications going through LBgit-svn-id: https://mobicents.googlecode.com/svn/trunk/servers/sip-servlets@3499 bf0df8d0-2c1f-0410-b170-bd30377b63dcn","False","Feature Addition","t",2,4,4,1.46150159972109,106,6,488,4,36.7859346064815,100,2839.5,1.00714213651426,873,0,"sip-servlets",49,0.5,"ham","False","False"
"105",111,"e538467f2f0c76ec280336b5040494001da78823","Merge pull request #1014 from bdonald25/bdloginBdlogin","False","Merge","f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"iSENSE-Hardware",6,0.765657691697,"ham","False","False"
"106",112,"132d42af381e454b4c3460c553bb0f93e6808f31","remove more dead code. [126]","False","None","f",1,1,2,1,0,10,622.5,5,0.0075462962962963,38,166.5,100.386503067485,166,0,"mcidasv",4,0.751094987693,"spam","True","True"
"107",113,"6dffb718b2e8866a4a6625a02c0accb12817eabb","pmdumplog: new options and new log reading logicNew options -M (force mark records to be reported) and -xx (reportntimestamps as offset in seconds from the start of the archive).nnBut the more substantive change is to replace calls to pmFetch()nand pmFetchArchive() with calls to __pmLogFetch() ... the lowernlevel interface gives us a better chance of seeing what's reallynin the archive.n","False","None","f",3,3,5,1.93502541505032,243,16,301,33,74.3435787037037,318,10738,1.00273941733581,3961,0,"pcp",38,0.732094919587,"ham","False","False"
"108",114,"f1adb7cdee05fc0bebc92e2319a9e7c0b33d0d45","Fix logger namesgit-svn-id: https://svn.apache.org/repos/asf/cassandra/branches/cassandra-1.0@1189073 13f79535-47bb-0310-9956-ffa450edef68n","True","Corrective","f",1,2,3,1.58496250072116,3,3,325,12,19.2090702160494,49,1240,1.02033372472089,698,0,"apache-hosted-cassandra",22,0.762946231192,"spam","True","True"
"109",115,"63a3420b76e8c36034fae2dc4ccab861ba2d0df7","Merge branch 'master' into upgrade-to-red5-r4580","False","Merge","f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"bigbluebutton",6,0.802100128778,"ham","False","True"
"110",116,"6b3681c3aa43e01fa8e2918b178dee1bc64b5af7","Library JavaScript saved in separate filegit-svn-id: http://www.geogebra.org/svn/trunk@3558 23ce0884-8a58-47d3-bc5c-ddf1cd5b9f9en","False","None","f",1,4,6,2.36452601257105,39,22,1923.66666666667,15,55.1592824074074,498,5691.5,1.01307585775844,5694,0,"geogebra",19,0.0158883834751,"ham","False","False"
"111",117,"8955abee107fb8ef9aea27891e8d8c46564ae15f","re-organize test code","False","Preventative","f",1,1,1,0,28,14,136,7,0.0398958333333333,17,57,26.065274151436,55,0,"rstudio",3,0.603150475845,"ham","True","True"
"112",118,"6d3c086a3fba04f66304c61999a1d800f0d6c4ad","Doubled the length of the save as textfield box.Arniennngit-svn-id: http://svn.webwork.maa.org/system/trunk/webwork2@2183 c0722133-6baf-4dd8-8699-98d999cd4f06n","False","None","t",1,1,1,0,2,2,491,3,3.06344907407407,36,5,1.32642945119049,5,0,"webwork2",21,0.00156671257398,"ham","False","False"
"113",119,"cc2e456256540b1db74d92ec2e621c1ad0eb3543","am 4ccb60a8: am 33769eea: Merge change 24203 into eclairMerge commit '4ccb60a894badfea7365e43ac87ba63e20fb5bdd'nn* commit '4ccb60a894badfea7365e43ac87ba63e20fb5bdd':n  Updating samplePlugin to use java surface views.n","False","Merge","f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"development",19,0.5,"ham","False","False"
"114",120,"fed854388131e80b3b911abf419af14417b01adc","GPF-190 eliminate user service supportgit-svn-id: http://svn.aei.mpg.de/eScience/GridSphere/trunk@4452 9c99c85f-4d0c-0410-8460-a9a1c48a3a7fn","False","None","f",1,8,10,1.46500597486619,46,280,216.6,13,111.854667824074,266,10948.5,1.00234800741705,7297,0,"GridSphere",21,0.687715276868,"ham","False","False"
"115",121,"dd548adfcb6f64f3abf91ea4ba6a8157ed5b96da","Updated changelog","False","None","f",1,1,1,0,36,1,2993,10,19.3518402777778,470,8750,1.05167467205423,710,0,"UniversalMediaServer",2,0.489688629285,"ham","True","True"
"116",122,"14f22ca0ded9047f00db3996c9a1e5870a6b58d7","Fixed bug 1465574 - UnusedPrivateMethod no longer reports false positives when a private method is called from a method with a parameter of the same name.git-svn-id: https://pmd.svn.sourceforge.net/svnroot/pmd/trunk@4326 51baf565-9d33-0410-a72c-fc3788e3496dn","True","Corrective","t",1,4,4,1.23664074194117,13,2,286.5,10,28.1426446759259,1247,15989.5,1.30493244661937,14146,0,"pmd",30,0.926400529803,"spam","False","False"
"117",123,"de6f44ba3b4d0f98ec4875e7802b6aa6c1deb991","added function conversion to umlMapper","False","Feature Addition","t",1,1,2,0.863120568566631,75,2,474,1,0.0252662037037037,5,1692.5,30.6839212093449,1496,0,"overture",4,0.5,"ham","False","True"
"118",124,"4787580cbc783a38dbec81e9273d8e2afbcaf6be","131793 [CheatSheet] Make composite cheat sheet API provisional","False","None","f",2,10,39,4.11289845125598,474,455,100.384615384615,9,16.9866488603989,119,334,1.00700284629845,165,0,"eclipse",8,0.53436987042,"ham","False","False"
"119",125,"ba52dc09443d6dc8a043640423ba4308ac7f57ba","NMI scripts moved shifted from branches/skilar1 to branches/git-svn-id: file://localhost/tmp/svn2git/svn@4281 defb5e50-622e-49ec-a68e-d72c7db87b45n","False","None","f",1,1,11,2.49490670029311,0,362,32.9090909090909,1,158.736805555556,11,47,1.00172949369315,41,0,"saga-cpp-legacy-projects",21,0.340204903613,"ham","False","False"
"120",126,"ed75b183eb2548762e11950b4307367f75f1a236","separated haxelib client from sitegit-svn-id: http://haxe.googlecode.com/svn/trunk@6235 f16182fa-f095-11de-8f43-4547254af6c6n","False","None","f",1,1,5,2.08139718406539,13,8,118.4,14,11.1943912037037,56,1249,1.04308886832052,573,0,"haxe",18,0.792399084999,"ham","False","False"
"121",127,"d9d1fe2ebfc485d1c34aa87d1b9016a92a573259","Whoops, meant to check for false.","False","None","f",1,1,1,0,6,1,66,2,0.00143518518518519,6,2004,697.774193548387,1438,0,"Demigods",4,0.657126573125,"ham","False","True"
"122",128,"52b749d9c4271f98d34e8b72f5b84b3efb10dc01","Merge branch 'master' of http://github.com/ArchBSD/abs","False","Merge","f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"abs",8,0.5,"ham","False","True"
"123",129,"77183f06f7b578482c1e8e85fc87f81217b4e23f","Nested calls to job.new_container fail.  Change default for root arg to be current process's current container, rather than the superroot container.Undeleted old containers tie up resources.  Add routinencpuset.release_dead_containers() to clean out all idle test* containersnleft over from failed prior jobs.  Is not automatically called;nshould explicitly add to top of container-specific test scripts.nnBugfix: default mem size and cpu cores should depend on the chosen parent container,nnot on the superroot container.nnAdd cpuset.my_cpus() routine to support N-way container test scripts.nnTested via client/tests/container_twoway/control and via sleeptest.nnFrom: Duane Sand <duanes@google.com>nSigned-off-by: John Admanski <jadmanski@google.com>nnnn","True","Corrective","t",1,1,2,0.322756958897398,61,24,569.5,27,2.00283564814815,108,10.5,1168.69239059048,11,0,"autotest",82,0.0446586426624,"ham","False","False"
"124",130,"e0c938ebb4880db56f871fd88cc1923448af4a0b","generate ncurses.h link for sub apps to usegit-svn-id: svn://localhost/svn/uclinux-dist/trunk@3909 3e2a5524-39e8-4cb9-84a9-c49da69cba3an","False","None","f",1,1,1,0,2,1,153,1,288.701087962963,1,13396,1.00346379020272,3961,0,"uclinux",21,0.0078253231125,"ham","False","False"
"125",131,"3f48ab05236b6bfda0bd4ba9ce50345ef7d64c3f","duhagaingit-svn-id: svn://svn.code.sf.net/p/fedora-commons/code/fedora/trunk@29 6cc838c6-e627-0410-8cce-a6db3432f928n","False","None","f",1,1,92,0,0,0,0,1,1.15740740740741e-05,276,2142.5,4794.72479424288,1021,0,"fcrepo-historical",20,0.24266099394,"ham","True","True"
"126",132,"97eae625a08491f55b8f9a05e793bbf73119e079","Fix 64 bit emulator booting (again).Not only should they inherit from core_64_bit.mk, we shouldninherit from that first to make sure sdk.mk doesn't overridenthose values with other cruft.nnChange-Id: Ibcd3c47b5be92544c1e86b6e85608b875c468461n","True","Corrective","f",1,1,3,1.58496250072116,3,3,15,47,-25.2386226851852,15,79,0.9757866695527,17,0,"android_build",21,0.546769178869,"ham","False","False"
"127",133,"ad94fbb3221fb50a613cdcaf1c8d8f08b45f4064","Log the launch command for Spark executors","False","None","f",1,1,1,0,13,3,212,47,4.67016203703704,36,621,1.21412533271211,386,0,"graphx",5,0.755933265194,"ham","False","False"
"128",134,"054c574caa6cc4a86c422005270b51c71dd78e46","Made blockly toolbox load synchronous","False","None","f",1,1,1,0,4,2,570,15,14.8031018518519,42,93,1.06755340941432,84,0,"vwf",5,0.589366873049,"ham","False","False"
"129",135,"54b9d95bcd4759e4707000c5260594c75923b290","Use xcp-idl for network clientSigned-off-by: Jon Ludlam <jonathan.ludlam@eu.citrix.com>n","False","None","f",1,1,1,0,1,35,82,25,7.0665162037037,2,1331,1.1415124470352,1133,0,"xen-api",13,0.713877766863,"ham","False","False"
"130",136,"65aefba17485ae9a328bdd58b2d5d9cf0f291363","Customize cia.vc pinger for Mifos git repositories* send full logn* use sendmail as apparently availble on sf.net git server while hookn  script is executingn* fix gitweb URL templaten* use friendly author name in cia.vc <author> element: it makes then  message on cia.vc look prettiern","True","Corrective","f",1,1,1,0,9,6,111,1,0,2,43,0,6,0,"mifos-head",37,0.90448179394,"spam","False","False"
"131",137,"004ee2222ad306a02fe686c55095e409eacc0613","Correction of interrupt handling","False","None","f",1,1,2,0.813642212596994,113,54,1030,8,0.869189814814815,52,6793.5,1.86287251324935,4377,0,"jop",3,0.5,"ham","False","False"
"132",138,"4d651cce76048a8a7f484a4fb96b9da382ccfbee","Condition value changes has been removed.SVN-Revision: 2342n","False","None","f",1,1,1,0,3,3,157,7,15.7746990740741,7,357,1.06339265144167,276,0,"catissue-core",7,0.714473598405,"ham","False","False"
"133",139,"e8cea28d30471574ba28526f4dbe2ca4a5d46714","Return typed empties from lwcollection_extractgit-svn-id: http://svn.osgeo.org/postgis/trunk@8717 b70326c6-7e19-0410-871a-916f4a2858een","False","None","f",1,2,2,0.468995593589281,26,4,596,21,49.3528761574074,94,5354.5,1.02081218604212,370,0,"PostGIS",18,0.708653608535,"ham","False","False"
"134",140,"a54973ff6eb3d9ac16bab834cb9b8a47fd8d0ef1","Updated JQuery","False","None","f",1,1,1,0,9597,3,-1,6,0.00482638888888889,2,177,208.194244604317,110,0,"NorseSquare",2,0.605939372103,"ham","True","True"
"135",141,"0f0a0e20112f862727f5de4374a8f8eccd0977f4","fix puzzle disqus thread","True","Corrective","f",1,1,1,0,1,1,125,3,4.57516203703704,31,31601,1.21857149362247,10366,0,"lila",4,0.47795769955,"ham","True","False"
"136",142,"9352ae5db2f82c3559a4ed2cca7bedd872ee5cb8","STANBOL-146 - DataFileProvider service (WIP, no OSGi console plugin yet)git-svn-id: https://svn.apache.org/repos/asf/incubator/stanbol/trunk@1089445 13f79535-47bb-0310-9956-ffa450edef68n","False","None","t",1,5,7,2.17155517333988,456,0,5.71428571428571,10,0.00112433862433862,5,1303,128.058823529412,42,0,"stanbol",26,0.727854740384,"ham","False","True"
"137",143,"f4382127457a87200009c4e87026f85ca16568b2","Merge branch 'master' of github.com:utcoupe/Coupe2012","False","Merge","f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Coupe2012",7,0.727556014586,"ham","False","True"
"138",144,"4ffb0fd285609fa955450964e54fc3f8fd2996ad","Fix 431541: Proceed expression not setting resolved type","True","Corrective","f",2,3,4,1.79708322666966,29,4,68.25,10,323.659056712963,18,827.5,1.00101069283633,383,0,"org",7,0.311185190303,"ham","False","False"
"139",145,"495a7c90c0861473100c91c123b093998a90c155","PM-560 Updated the monitord information to talk about the schema, and how the raw status is now stored in the database.","False","None","f",1,1,1,0,42,6,1520,10,188.9509375,40,6521,1.00529237913943,243,0,"pegasus",11,0.905010990321,"spam","False","False"
"140",146,"b8bb58564bcd4e845fef63a48c4c130dc4427d47","Fixed failing unit test after latest changed in 1.10.x branch","True","Corrective","f",1,1,1,0,4,3,397,22,1.51501157407407,20,93,1.66006096396403,69,0,"openmrs-module-webservices",10,0.488708919902,"ham","False","True"
"141",147,"4ccc88802d2142c516ca674b704e256a84c6856b","Remove fab from min and medium distros","False","None","f",1,2,2,1,0,2,148.5,31,14.6974247685185,14,1924.5,1.03402066365104,595,0,"fuse",5,0.846795852835,"spam","True","False"
"142",148,"571c1413a5600ecca3741462ec57229b067dc990","Update feature versions","False","None","f",1,10,10,2.93379981119697,26,19,37.3,8,145.370209490741,41,9824.5,3.67929463871233,377,0,"PTP",3,0.806283484937,"ham","True","True"
"143",149,"daa38ce90f41d12aa28607963e8c512f1f049522","Merge branch 'master' of https://git-wip-us.apache.org/repos/asf/accumulo","False","Merge","f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"accumulo",11,0.281791003607,"ham","False","True"
"144",150,"665d86111583ba735a42c6375575ec791646c1cd","Restore webrtc_base target until r7140 is rolled into Chromium.In r7140 the webrtc_base target was renamed to rtc_base. Thisnbreaks our FYI bots for rolling WebRTC in Chromium's DEPS.nBy re-adding a None target named webrtc_base, this transitionnshould be smoother.nnTBR=henrikg@webrtc.org,nTESTED=Passed build/gyp_chromium on a Chromium checkout with src/third_party/webrtc replaced by a mount like this:ncd /path/to/chromium/srcnsudo mount --bind /path/to/webrtc/trunk/webrtc third_party/webrtcnnReview URL: https://webrtc-codereview.appspot.com/23589004nngit-svn-id: http://webrtc.googlecode.com/svn/trunk@7150 4adac7df-926f-26a2-2b94-8c16560cd09dn","False","Feature Addition","f",1,1,1,0,10,0,783,68,0.635717592592593,17,2735,2.57302552525216,731,0,"webrtc",76,0.753828298263,"spam","False","False"
"145",151,"0c03b5477ee3f93525692aac8f330557d335894d","AP_LeadFilter: added set_lag feature to allow us to adjust it for different GPSs","False","None","f",1,2,3,0.914175415831938,43,22,44.3333333333333,1,33.9099884259259,7,445,1.01802156649054,234,0,"ardupilot-mega",8,0.0274523420918,"ham","False","False"
"146",152,"ddd38a1e0ef11f5d948006ab7480538a6759c769","Fix for rewriting GIF images that parse to a direct color model instead of an indexed color modelgit-svn-id: https://svn.apache.org/repos/asf/incubator/shindig/trunk@750111 13f79535-47bb-0310-9956-ffa450edef68n","True","Corrective","t",1,3,3,0.934068055375491,17,3,42.3333333333333,13,7.86547839506173,4,1186,1.05650571041216,1108,0,"shindigorng",29,0.51107003933,"spam","False","False"
"147",153,"7a0220cd9b7d13275aa932b5f7e2f8c183752309","ENYO-2570: Cleanup some ares/source files to clear warnings/errors reported by jshintEnyo-DCO-1.1-Signed-off-by: Yves Del Medico <yves.del-medico@hp.com>n","False","None","f",1,1,1,0,13,7,431,18,0.140543981481481,59,1054,8.1152104092893,28,0,"ares-project",24,0.5,"ham","False","False"
"148",154,"2fac4e6f1fd53af79941155c1ea4ba4709ed95ef","Finishing up 3d stuff for now to work on firmware","False","None","f",1,1,1,0,77,60,380,1,0.667141203703704,5,64,2.4989330511268,46,0,"ReplicatorG",5,0.808869496915,"ham","True","True"
"149",155,"d1a1883ac71ae46aef2dfe195236eef8ceda5c17","fixes to make mipmaps work","True","Corrective","t",1,1,1,0,17,11,2561,3,10.8075925925926,18,6435,1.09252754407909,181,0,"processing",4,0.576869110874,"ham","True","True"
"150",156,"91b3f218283362ab4f1a08caee1c0cdc4af6c0cd","Merge branch 'master' of https://github.com/pdonald/FrameworkBenchmarks into pdonald-master","False","Merge","f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"FrameworkBenchmarks",10,0.888509187516,"spam","False","True"
"151",157,"46f702802d2319e22099e3107fc076b5791d9edd","git-svn-id: svn://svn.orangeleap.com/tangerine/tangerine/trunk@4801 0f581344-5646-3a48-8ded-616bfea576c6","False","None","f",1,1,1,0,1,1,60,10,0.130844907407407,21,1248,8.64263600176913,77,0,"orangeleap-tangerine",16,0.5,"ham","True","True"
"152",159,"53aa9cf1353915166dbd60d32837b5bb467b4ec6","igraph_convex_hull syntax changed Patches applied: * csardi@szaffi/igraph--main--0.2--patch-51n   igraph_convex_hull syntax changednn","False","None","t",4,4,9,2.64050199791336,94,41,648.444444444444,2,4.83301183127572,260,1848,2.7257778570434,613,0,"igraph",16,0.409851923304,"ham","False","False"
"153",160,"bed646e4f6eba2b604f79917978af1d3493b79c2","Adding cleaner testgit-svn-id: file:///humgen/gsa-scr1/gsa-engineering/svn_contents/trunk@1561 348d0f76-0448-11de-a6fe-93d51630548an","False","Feature Addition","t",1,1,1,0,33,0,0,1,0,0,494,0,466,0,"Test",19,0.789997614073,"spam","False","True"
"154",161,"d23d6d6ace1233559fcacb16d3f93cca9f3d197c","GS-704 Fix for workaround for deadlock was added: after discovery mechanism is stopped by pressing on Stop button in Discovery Group Selection dialog and then started, discovery will be preformed only with the same jini groups that performed before stopping .Reviewer: Gershonnnsvn path=/trunk/gigaspaces/; revision=14260nnnFormer-commit-id: 47c5c7580fca705e8106532561ad3520b7983b51","True","Corrective","f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"OpenSpaces",33,0.76474147453,"ham","False","False"
"155",162,"865d5138c6f5396b94769d31e2249515f6f43130","zfs: do not wait for bios synchronously in vdev_diskZFS expects vdev providers to work asynchronously and waits in higher levelncode when needed.n","False","None","f",1,1,1,0,17,7,279,6,35.1644212962963,8,1870,1.02843783469587,571,0,"osv",15,0.429946921167,"ham","False","False"
"156",163,"2f59008cdd9e373be2352967ffcef8935c3dc279","Added ability for users to change their own name via the My Profile page - #154 Author: upulgit-svn-id: http://svn.openmrs.org/openmrs/trunk@7207 5bac5841-c719-aa4e-b3fe-cce5062f897an","False","Feature Addition","t",3,5,6,1.94145591368299,149,44,375.666666666667,7,57.388643904321,60,11864.5,1.10348585265709,1660,0,"openmrs-core",24,0.957220918236,"ham","False","False"
"157",164,"f5ee09517257bdf130b88d3ae14cf322bf96cd9d","Fix java.lang.IndexOutOfBoundsExceptionDon't try to dial when there isn't a recipient. This is a verynunusual case found by the monkey. The code that puts up the menunchecks for recipients, but by the time the monkey hits the menu,nthe recipients list is empty. Bug 2556294nnChange-Id: I78d4a0e92902bbcf41941cb6b537d49ff48a5109n","True","Corrective","f",1,1,1,0,5,3,3322,12,0.976331018518519,272,1203,2.0242427834746,864,0,"packages_apps_Mms",28,0.773784503422,"ham","False","False"
"158",165,"e1cccd6ad903d21c33d2c8803c91f4383a58fcb9","Merge remote-tracking branch 'upstream/master' into jp822","False","Merge","f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"iSENSE-Hardware",7,0.855116491879,"spam","False","True"
"159",166,"e6ce68681ac4c8d89a02b9f0d7989af9c384f0db","Revert revision 11432 - comments in tracker Link to SF Tracker: http://sourceforge.net/support/tracker.php?aid=2904144","False","None","f",2,2,2,0.76420450650862,1,8,894,26,20.9486342592593,33,25605.5,1.03580185661356,576,0,"adempiere",16,0.5,"ham","False","False"
"160",168,"bbe0115f857957abb9d7e78ef0db9beea5c119c5","Updated Java Applet with obfuscation.","False","None","f",1,2,2,0,0,0,0,3,0.0833217592592593,5251,5386.5,10.0012501736352,5325,0,"social-engineer-toolkit",4,0.00807643678921,"ham","True","False"
"161",169,"bf72f679d6216e6794f62b1a46a5435db8c9fef4","Track renaming of org.apache.http.legacy.jarChange-Id: I224a4883474f81039df2203eb17272bc994c04c8n","False","None","f",1,1,3,1.58496250072116,3,3,237,53,22.9512962962963,148,113,1.02396608536956,32,0,"android_build",9,0.50087172657,"ham","False","False"
